publishedAt,elapsedDays,title,channelTitle,category,topicCategories,duration,licensedContent,viewCount,likeCount,commentCount,avgDailyViews,engagementRate,isTrending,trendingPercentile
2022-11-25T00:56:15Z,747.5851,Natanael Cano x Gabito Ballesteros x Peso Pluma - AMG,Natanael Cano,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M10S,False,350117595,1650596,26683,468331.42,0.00479,1,0.25
2019-04-06T19:00:05Z,2075.8324,BAD BUNNY FT. EL ALFA - LA ROMANA | X100PRE (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT5M27S,True,348000082,2558347,62088,167643.63,0.00753,1,0.65
2015-09-11T07:00:00Z,3379.3037,"Farruko - Sunset (Official Video) ft. Shaggy, Nicky Jam",FARRUKOVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music', 'Reggae']",PT5M16S,True,347291429,1107413,24446,102770.11,0.00326,1,0.95
2023-09-16T16:00:01Z,451.9287,"$1 vs $100,000,000 Car!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT16M28S,True,345370818,7042132,147945,764215.28,0.02082,1,0.15
2024-05-14T16:00:00Z,210.9287,Bottle Head Smashing World Record Attempt!,MrBeast,Entertainment,['Entertainment'],PT38S,True,343587159,10456345,44617,1628925.6,0.03056,1,0.05
2024-03-13T08:49:18Z,273.2278,He Couldn’t Believe It 🤯,Red Bull,Sports,['Lifestyle (sociology)'],PT14S,True,342964170,9304215,9813,1255231.61,0.02716,1,0.05
2023-12-02T17:00:00Z,374.887,"$10,000 Every Day You Survive In A Grocery Store",MrBeast,Entertainment,['Lifestyle (sociology)'],PT21M32S,True,339690249,6566263,82095,906113.71,0.01957,1,0.15
2023-04-07T20:00:02Z,613.762,"Solve this Mystery, Win a Lamborghini",MrBeast 2,People & Blogs,"['Lifestyle (sociology)', 'Vehicle']",PT1M,True,337803796,15603611,27139,550382.39,0.04627,1,0.25
2017-05-15T09:00:01Z,2767.2491,"TWICE ""SIGNAL"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M19S,True,336641943,3186573,252973,121652.2,0.01022,1,0.95
2021-04-10T21:00:07Z,1340.7203,"Would You Sit In Snakes For $10,000?",MrBeast,Entertainment,['Lifestyle (sociology)'],PT14M7S,True,331339269,5633388,140040,247135.27,0.01742,1,0.45
2017-06-23T04:54:09Z,2728.4199,BAD BUNNY x J BALVIN x OZUNA x ARCANGEL - SOY PEOR REMIX (Video Oficial),Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT5M25S,True,329783468,2267917,77659,120869.76,0.00711,1,0.95
2017-02-19T15:00:01Z,2851.9991,"TWICE ""KNOCK KNOCK"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT4M1S,True,329594972,2724226,271670,115566.3,0.00909,1,0.95
2019-02-10T15:00:05Z,2130.9991,"ITZY ""달라달라(DALLA DALLA)"" M/V @ITZY",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M47S,True,328270469,4317617,338642,154045.33,0.01418,1,0.75
2020-11-14T21:00:02Z,1487.7203,"Press This Button To Win $100,000!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT15M11S,True,327827694,4699967,91872,220355.73,0.01462,1,0.55
2021-03-27T20:00:04Z,1354.762,I Spent 50 Hours Buried Alive,MrBeast,Entertainment,['Lifestyle (sociology)'],PT12M40S,True,327546672,8343326,244936,241774.33,0.02622,1,0.55
2023-02-14T20:00:09Z,665.7907,Bad Bunny ft. Bomba Estéreo - Ojitos Lindos (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M34S,True,327399591,1400124,30582,491745.52,0.00437,1,0.25
2022-06-04T20:00:02Z,920.762,I Built Willy Wonka's Chocolate Factory!,MrBeast,Entertainment,['Lifestyle (sociology)'],PT16M11S,True,326662831,6765428,156732,354774.45,0.02119,1,0.35
2019-01-23T19:00:28Z,2148.8321,BAD BUNNY - CARO | X100PRE (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M3S,True,326558244,2536048,81460,151970.11,0.00802,1,0.75
2019-02-13T15:00:06Z,2127.9703,"Lil Baby, Gunna - Close Friends",LilBabyVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Pop music']",PT3M25S,True,325492946,1976669,36605,152959.35,0.00619,1,0.75
2020-05-30T20:10:08Z,1655.755,I Spent 50 Hours In Solitary Confinement,MrBeast,Entertainment,['Lifestyle (sociology)'],PT15M52S,True,325000847,5045919,116959,196285.59,0.01589,1,0.65
2021-01-02T18:00:10Z,1438.874,BAD BUNNY - BOOKER T (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT2M54S,True,324705684,3264534,69103,225666.52,0.01027,1,0.55
2022-09-24T19:59:59Z,808.762,"Survive 100 Days In Circle, Win $500,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT17M10S,True,323713558,6059385,99517,400258.12,0.01903,1,0.35
2021-09-22T16:05:05Z,1175.9252,POV: You Enter The Elevator,MrBeast 2,People & Blogs,['Entertainment'],PT10S,True,323668637,12159375,57190,275245.94,0.03774,1,0.45
2023-08-05T16:00:01Z,493.9287,7 Days Stranded At Sea,MrBeast,Entertainment,['Lifestyle (sociology)'],PT18M5S,True,321540143,7713660,123233,650984.94,0.02437,1,0.25
2020-06-29T15:02:43Z,1625.9972,NiziU  『Make you happy』 M/V,JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M29S,True,320672022,2361832,204097,197215.61,0.008,1,0.65
2023-08-31T17:00:00Z,467.887,"Feeding A Cat $10 Vs $10,000 Sushi",MrBeast,People & Blogs,"['Lifestyle (sociology)', 'Pet']",PT31S,True,320181811,12702928,26685,684314.4,0.03976,1,0.15
2020-02-03T01:49:25Z,1773.5426,Shakira & J. Lo's FULL Pepsi Super Bowl LIV Halftime Show,NFL,Sports,"['Music', 'Music of Latin America', 'Pop music']",PT14M21S,True,318485253,3969433,331084,179575.76,0.0135,1,0.65
2023-06-03T16:59:57Z,556.887,Do Pawnshops Scam You?,MrBeast,Entertainment,"['Entertainment', 'Television program']",PT33S,True,316927059,14423010,23182,569104.79,0.04558,1,0.25
2017-10-27T17:05:49Z,2601.9118,BAD BUNNY x DADDY YANKEE x ANUEL AA x COSCULLUELA - TÚ NO METES CABRA REMIX (Audio Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America']",PT5M30S,True,316254707,1984118,69469,121547.05,0.00649,1,0.95
2021-09-30T04:00:11Z,1168.4573,Coldplay X BTS - My Universe (Official Video),Coldplay,Music,"['Music', 'Pop music']",PT4M43S,True,314691940,9349262,437842,269322.58,0.0311,1,0.45
2022-02-14T01:37:03Z,1031.5512,"Dr. Dre, Snoop Dogg, Eminem, Mary J. Blige, Kendrick Lamar & 50 Cent FULL Pepsi SB LVI Halftime Show",NFL,Sports,"['Entertainment', 'Hip hop music', 'Performing arts', 'Pop music', 'Soul music']",PT14M41S,True,314295148,4799524,218898,304682.06,0.01597,1,0.45
2023-12-16T17:00:01Z,360.887,"Survive 100 Days Trapped, Win $500,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT27M8S,True,314035691,6295856,91356,870177.34,0.02034,1,0.15
2020-06-25T22:00:11Z,1629.7073,Rauw Alejandro - Algo Mágico (Video Oficial),Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M24S,True,310192080,1562471,18897,190336.07,0.0051,1,0.65
2021-10-28T11:00:05Z,1140.1657,Imagine Dragons & JID - Enemy (from the series Arcane: League of Legends) | Official Music Video,League of Legends,Gaming,"['Action game', 'Role-playing video game', 'Video game culture']",PT3M34S,True,308656865,3600644,39463,270712.29,0.01179,1,0.45
2023-11-09T18:00:00Z,397.8453,Giving Car Keys Instead Of Candy On Halloween,MrBeast,Entertainment,['Entertainment'],PT32S,True,308616391,9870051,14031,775719.58,0.03203,1,0.15
2021-06-09T08:58:12Z,1281.2504,"TWICE ""Alcohol-Free"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M34S,True,306284631,4713401,1295689,239051.34,0.01962,1,0.55
2023-08-12T15:59:59Z,486.9287,"$1 vs $250,000 Vacation!",MrBeast,Entertainment,"['Lifestyle (sociology)', 'Tourism']",PT16M7S,True,305185202,6326909,106454,626755.42,0.02108,1,0.25
2020-03-07T21:00:00Z,1739.7203,Anything You Can Fit In The Circle I’ll Pay For,MrBeast,Entertainment,['Lifestyle (sociology)'],PT19M43S,True,301776051,5228460,113252,173462.4,0.0177,1,0.65
2024-02-10T17:00:00Z,304.887,"Face Your Biggest Fear To Win $800,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT22M3S,True,298769340,6191778,224227,979934.66,0.02147,1,0.15
2022-08-22T16:00:10Z,841.9573,Bad Bunny - Neverita (Video Oficial) | Un Verano Sin Ti,Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M4S,True,298720592,2551678,87570,354793.04,0.00884,1,0.35
2023-09-12T17:00:00Z,455.887,Extreme Home Makeover!,MrBeast,Entertainment,['Lifestyle (sociology)'],PT57S,True,294206452,16807805,40212,645349.51,0.05727,1,0.25
2023-10-14T16:00:00Z,423.9287,"$1 vs $100,000,000 House!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT17M3S,True,294104207,5868304,130914,693758.66,0.0204,1,0.15
2023-03-18T20:00:01Z,633.762,I Paid A Real Assassin To Try To Kill Me,MrBeast,Entertainment,['Action-adventure game'],PT12M17S,True,291864470,6202763,105369,460526.93,0.02161,1,0.25
2024-07-13T16:00:01Z,150.9287,"50 YouTubers Fight For $1,000,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT41M27S,True,291520507,9001299,344543,1931511.42,0.03206,1,0.05
2019-10-05T20:00:08Z,1893.7619,"Going Through The Same Drive Thru 1,000 Times",MrBeast,Entertainment,['Lifestyle (sociology)'],PT15M38S,True,290537454,5094796,131224,153418.15,0.01799,1,0.75
2020-11-27T04:13:14Z,1475.4483,BAD BUNNY - HACIENDO QUE ME AMAS | EL ÚLTIMO TOUR DEL MUNDO [Visualizer],Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M38S,True,288826529,2072022,31289,195755.1,0.00728,1,0.65
2020-02-29T04:00:10Z,1747.4573,BAD BUNNY - LA DIFÍCIL | YHLQMDLG (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M13S,True,288448088,2311975,38436,165067.32,0.00815,1,0.75
2017-10-18T13:00:08Z,2611.0824,Legends Never Die (ft. Against The Current) | Worlds 2017 - League of Legends,League of Legends,Gaming,"['Action game', 'Role-playing video game', 'Video game culture']",PT2M59S,True,287731938,3219850,83161,110196.42,0.01148,1,0.95
2019-12-06T17:00:13Z,1831.8869,Lil Baby - Woah (Official Music Video),LilBabyVEVO,Music,"['Hip hop music', 'Music', 'Pop music']",PT3M8S,True,287723868,1829524,30818,157064.21,0.00647,1,0.75
2022-12-03T21:00:00Z,738.7203,"100 Kids Vs 100 Adults For $500,000",MrBeast,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT15M23S,True,285166585,4711698,92500,386027.82,0.01685,1,0.35
2023-11-10T18:00:00Z,396.8453,I Gave Away A House On Halloween,MrBeast,Entertainment,"['Entertainment', 'Film']",PT48S,True,284749083,12524768,34067,717531.7,0.0441,1,0.15
2020-08-01T20:00:02Z,1592.762,I Ate The World’s Largest Slice Of Pizza,MrBeast,Entertainment,"['Food', 'Lifestyle (sociology)']",PT8M3S,True,283769944,4631590,135328,178162.18,0.0168,1,0.65
2022-05-06T23:23:36Z,949.6494,Bad Bunny (ft. Bomba Estéreo) - Ojitos Lindos (360° Visualizer) | Un Verano Sin Ti,Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M19S,True,283409004,1748456,18668,298435.41,0.00624,1,0.45
2020-05-10T16:07:45Z,1675.9521,BAD BUNNY x JHAY CORTEZ - CÓMO SE SIENTE REMIX | LAS QUE NO IBAN A SALIR (Audio Oficial),Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M47S,False,281936883,1072548,12757,168224.91,0.00385,1,0.65
2024-08-15T23:00:00Z,117.637,Running With Bigger And Bigger Feastables,MrBeast,Entertainment,['Lifestyle (sociology)'],PT17S,True,279936284,9867908,26356,2379661.88,0.03534,1,0.05
2021-01-22T21:00:03Z,1418.7203,"I Ate $100,000 Golden Ice Cream",MrBeast,Entertainment,"['Food', 'Lifestyle (sociology)']",PT13M17S,True,279178564,6020114,172599,196781.96,0.02218,1,0.65
2024-11-08T17:00:00Z,32.887,How Much Tape To Stop A Lamborghini?,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Vehicle']",PT15S,True,278982858,7819261,9203,8483074.1,0.02806,1,0.05
2022-03-18T03:59:53Z,999.4575,"Stray Kids ""MANIAC"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M23S,True,277582486,4983688,1165993,277733.16,0.02215,1,0.45
2024-05-30T16:00:01Z,194.9287,Sprinting with More and More Money,MrBeast,Entertainment,['Lifestyle (sociology)'],PT29S,True,275828904,11211957,84216,1415024.59,0.04095,1,0.05
2022-01-29T21:00:01Z,1046.7203,World’s Most Dangerous Escape Room!,MrBeast,Entertainment,['Entertainment'],PT8M1S,True,273565382,5544426,131417,261354.81,0.02075,1,0.45
2024-02-27T18:00:01Z,287.8453,I Filled Chandler’s Car With Feastables,MrBeast,Entertainment,['Entertainment'],PT38S,True,272596402,11649002,22821,947023.98,0.04282,1,0.15
2020-08-15T20:00:02Z,1578.762,"Last To Leave $800,000 Island Keeps It",MrBeast,Entertainment,['Lifestyle (sociology)'],PT21M15S,True,271115651,5737891,224902,171726.74,0.02199,1,0.65
2019-07-28T15:00:02Z,1962.9991,"ITZY ""ICY"" M/V @ITZY",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M20S,True,268557406,3766627,205430,136809.74,0.01479,1,0.85
2023-10-07T16:00:00Z,430.9287,World's Most Dangerous Trap!,MrBeast,Entertainment,['Entertainment'],PT19M34S,True,266990743,6405378,149653,619570.58,0.02455,1,0.25
2020-02-29T21:00:22Z,1746.7201,"I Ate A $70,000 Golden Pizza",MrBeast,Entertainment,"['Food', 'Lifestyle (sociology)']",PT12M56S,True,266511996,4443286,110605,152578.54,0.01709,1,0.75
2024-04-30T16:00:00Z,224.9287,"Buy Feastables, Win Unlimited Money",MrBeast,People & Blogs,"['Entertainment', 'Humour']",PT51S,True,266120923,10471696,22173,1183134.58,0.03943,1,0.05
2021-06-26T20:00:02Z,1263.762,I Survived 50 Hours In A Maximum Security Prison,MrBeast,Entertainment,[],PT12M34S,True,264955641,4297196,99021,209656.28,0.01659,1,0.55
2022-07-25T22:00:09Z,869.7074,LOKERA - Rauw Alejandro x Lyanno x Brray (Official Video),Rauw Alejandro,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M27S,True,264325217,921016,8540,303924.3,0.00352,1,0.45
2024-02-17T19:00:01Z,297.8037,"Buy Feastables, Win $10,000",MrBeast,Entertainment,"['Entertainment', 'Film', 'Humour']",PT41S,True,263447810,12822479,27733,884635.79,0.04878,1,0.15
2023-12-05T18:00:00Z,371.8453,Could You Walk Up A Skyscraper?,MrBeast,Entertainment,"['Entertainment', 'Film']",PT50S,True,262920804,12183894,24777,707070.4,0.04643,1,0.15
2023-10-11T00:30:10Z,427.6032,Natanael Cano - O Me Voy O Te Vas [Official Video],Natanael Cano,Music,"['Music', 'Music of Latin America', 'Pop music']",PT4M8S,False,259832166,857789,15752,607647.85,0.00336,1,0.25
2024-03-30T16:00:01Z,255.9287,7 Days Stranded On An Island,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Tourism']",PT22M26S,True,259260427,6409130,140472,1013018.18,0.02526,1,0.15
2023-05-13T17:00:00Z,577.887,I Made An Egg Sandwich With @BayashiTV_,MrBeast,People & Blogs,"['Food', 'Lifestyle (sociology)']",PT41S,True,258058285,11769702,40095,446554.92,0.04576,1,0.25
2021-09-24T03:58:12Z,1174.4587,ITZY “LOCO” M/V @ITZY,JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M53S,True,257570802,4181828,305069,219310.23,0.01742,1,0.55
2021-04-30T04:00:16Z,1321.4573,"ITZY ""마.피.아. In the morning"" M/V @ITZY",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT3M5S,True,257305548,4513475,506831,194713.48,0.01951,1,0.65
2024-05-28T16:00:00Z,196.9287,Giving 1000 Phones Away,MrBeast,Entertainment,['Lifestyle (sociology)'],PT18S,True,256128453,20196712,788431,1300615.16,0.08193,1,0.05
2020-07-23T20:00:11Z,1601.7619,I Adopted EVERY Dog In A Dog Shelter,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Pet']",PT16M4S,True,255076758,4990490,208714,159247.61,0.02038,1,0.75
2021-04-03T20:00:01Z,1347.762,"I Bought The World's Largest Mystery Box! ($500,000)",MrBeast,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT10M50S,True,255063495,5382243,174117,189249.66,0.02178,1,0.65
2023-10-17T17:00:00Z,420.887,"$100,000,000 Bathroom",MrBeast,Entertainment,"['Entertainment', 'Film']",PT50S,True,254454472,10597067,19741,604567.19,0.04172,1,0.25
2024-02-24T18:00:09Z,290.8452,Most Expensive Hand Model Holds Feastables,MrBeast,People & Blogs,['Lifestyle (sociology)'],PT22S,True,251325744,8058769,6376,864122.03,0.03209,1,0.15
2021-04-17T03:30:02Z,1334.4783,Talja (Official Video) Jassa Dhillon | Deepak Dhillon | Gur Sidhu | Punjabi Song | Above All Album,Brown Town Music,Music,"['Hip hop music', 'Music', 'Music of Asia', 'Pop music']",PT3M58S,True,251155575,2112628,42448,188205.06,0.00858,1,0.65
2024-06-15T16:00:01Z,178.9287,World’s Deadliest Obstacle Course!,MrBeast,Entertainment,['Lifestyle (sociology)'],PT28M25S,True,251000647,6200190,146135,1402797.02,0.02528,1,0.05
2023-02-13T03:58:18Z,667.4531,Rihanna’s FULL Apple Music Super Bowl LVII Halftime Show,NFL,Sports,"['Music', 'Pop music', 'Rhythm and blues']",PT13M51S,True,250679878,3670913,163749,375576.77,0.0153,1,0.35
2019-11-09T21:00:55Z,1858.7197,Surviving 24 Hours Straight In The Bermuda Triangle,MrBeast,Entertainment,['Lifestyle (sociology)'],PT11M41S,True,249823643,4381620,99258,134406.3,0.01794,1,0.85
2020-07-24T04:00:09Z,1601.4286,Farruko - La Tóxica (Official Video),FARRUKOVEVO,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT3M26S,True,249715824,1665660,33000,155933.16,0.0068,1,0.75
2023-12-23T17:00:00Z,353.887,I Saved 100 Dogs From Dying,MrBeast,Entertainment,"['Lifestyle (sociology)', 'Pet']",PT15M3S,True,249438838,5940562,101322,704854.48,0.02422,1,0.15
2020-09-21T01:01:40Z,1542.5813,BAD BUNNY x MORA - UNA VEZ | YHLQMDLG (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M40S,True,248833108,1565663,28456,161309.56,0.00641,1,0.75
2024-01-27T17:00:00Z,318.887,"$1 vs $250,000,000 Private Island!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT16M59S,True,248287027,5451824,99894,778605.05,0.02236,1,0.15
2020-04-30T22:00:10Z,1685.6786,Lil Baby - Emotionally Scarred,LilBabyVEVO,Music,"['Hip hop music', 'Music', 'Pop music']",PT3M18S,True,246836425,1403096,27521,146431.49,0.0058,1,0.75
2020-10-10T20:00:31Z,1522.7617,I Filled My Brother’s House With Slime & Bought Him A New One,MrBeast,Entertainment,['Lifestyle (sociology)'],PT9M25S,True,245107558,4029510,116114,160962.52,0.01691,1,0.75
2024-10-17T19:00:00Z,54.8037,Human vs Jet Engine,MrBeast,Entertainment,['Entertainment'],PT19S,True,244976214,9013171,10185,4470067.06,0.03683,1,0.05
2021-04-17T20:00:00Z,1333.762,"Extreme $100,000 Game of Tag!",MrBeast,Entertainment,"['Action-adventure game', 'Hobby', 'Lifestyle (sociology)']",PT16M39S,True,244429163,3926134,116826,183262.95,0.01654,1,0.65
2022-12-10T21:00:01Z,731.7203,Hydraulic Press Vs Lamborghini,MrBeast,Entertainment,['Lifestyle (sociology)'],PT10M25S,True,242797401,5718236,125525,331817.23,0.02407,1,0.35
2020-06-13T20:00:01Z,1641.762,"Would You Rather Have $100,000 OR This Mystery Key?",MrBeast,Entertainment,['Lifestyle (sociology)'],PT18M21S,True,242491878,4050870,120448,147702.21,0.0172,1,0.75
2023-07-08T16:00:00Z,521.9287,Train Vs Giant Pit,MrBeast,Entertainment,[],PT10M36S,True,241537788,6380782,130028,462779.28,0.02696,1,0.25
2023-05-20T20:00:00Z,570.762,I Got Naruto to Subscribe to Me,MrBeast,People & Blogs,"['Entertainment', 'Film']",PT20S,True,240381133,11408607,21839,421158.26,0.04755,1,0.35
2024-04-16T07:54:11Z,239.2661,Your New Favorite Sport 🥵💦,Red Bull,Sports,['Lifestyle (sociology)'],PT58S,True,240002325,7466775,11806,1003077.01,0.03116,1,0.15
2021-06-01T20:00:02Z,1288.762,Anything You Can Fit In The Triangle I’ll Pay For,MrBeast,Entertainment,['Lifestyle (sociology)'],PT16M8S,True,239803772,3549706,82872,186072.97,0.01515,1,0.65
2024-04-20T15:59:59Z,234.9287,"Ages 1 - 100 Decide Who Wins $250,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT40M2S,True,238955094,5819082,208330,1017138.79,0.02522,1,0.15
2020-11-20T22:00:09Z,1481.6786,"Milly, Farruko, Jay Wheeler, Nio Garcia & Amenazzy - No Te Enamores Remix 🍯🐝 (Official Video)",Farruko,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT4M50S,True,237895118,1441329,15734,160557.84,0.00612,1,0.75
2024-03-02T17:00:00Z,283.887,I Survived 7 Days In An Abandoned City,MrBeast,Entertainment,['Lifestyle (sociology)'],PT17M24S,True,235819042,6115031,198086,830679.26,0.02677,1,0.15
2019-05-15T21:05:01Z,2036.7169,World's Largest Bowl Of Cereal,MrBeast,Entertainment,"['Food', 'Lifestyle (sociology)']",PT15M42S,True,235553033,3346053,86387,115653.3,0.01457,1,0.95
2022-06-24T04:00:13Z,901.4573,"NAYEON ""POP!"" M/V",JYP Entertainment,Music,"['Electronic music', 'Music', 'Music of Asia', 'Pop music']",PT2M51S,True,234384697,4256082,985367,260006.43,0.02236,1,0.45
2023-10-28T15:59:59Z,409.9287,World’s Deadliest Laser Maze!,MrBeast,Entertainment,['Entertainment'],PT25M59S,True,233776382,4604278,82366,570285.47,0.02005,1,0.25
2021-12-10T21:30:02Z,1096.6995,I Got Hunted By The Military,MrBeast,Entertainment,['Lifestyle (sociology)'],PT10M27S,True,233210937,4717773,93223,212647.98,0.02063,1,0.55
2023-10-15T17:00:00Z,422.887,Miranda Cosgrove Said What?,MrBeast,People & Blogs,['Entertainment'],PT15S,True,233154353,11645762,59727,551339.61,0.0502,1,0.25
2023-06-02T03:59:56Z,558.4575,"Stray Kids ""특(S-Class)"" M/V",JYP Entertainment,Music,"['Music', 'Music of Asia', 'Pop music']",PT3M31S,True,233063291,3572471,1010160,417333.98,0.01966,1,0.35
2024-08-03T16:00:00Z,129.9287,"Survive 100 Days In Nuclear Bunker, Win $500,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT32M21S,True,231014627,5556527,83917,1778010.76,0.02442,1,0.05
2021-08-07T23:00:03Z,1221.637,I Got Hunted By The FBI,MrBeast,Entertainment,"['Action-adventure game', 'Lifestyle (sociology)']",PT15M51S,True,230979809,4703289,94185,189074.01,0.02077,1,0.65
2020-07-03T21:00:20Z,1621.7201,"I Bought The World's Largest Firework ($600,000)",MrBeast,Entertainment,['Lifestyle (sociology)'],PT11M9S,True,230203773,5302353,179605,141950.37,0.02381,1,0.85
2024-11-12T17:00:00Z,28.887,This Game Is Wild...,MrBeast,Entertainment,['Entertainment'],PT19S,True,229027524,7161350,4287,7928394.23,0.03129,1,0.05
2018-11-22T21:08:01Z,2210.7148,I Put 100 Million Orbeez In My Friend's Backyard,MrBeast,Entertainment,"['Hobby', 'Lifestyle (sociology)']",PT14M45S,True,228878732,5197622,138034,103531.55,0.02331,1,0.95
2022-07-23T20:00:09Z,871.7619,"100 Boys Vs 100 Girls For $500,000",MrBeast,Entertainment,['Lifestyle (sociology)'],PT16M53S,True,226612902,4861741,137651,259948.16,0.02206,1,0.45
2022-08-04T19:59:59Z,859.762,"I Gave My 100,000,000th Subscriber An Island",MrBeast,Entertainment,"['Lifestyle (sociology)', 'Tourism']",PT15M31S,True,225595224,6920121,226329,262392.64,0.03168,1,0.45
2022-04-09T20:00:00Z,976.762,"$10,000 Every Day You Survive Prison",MrBeast,Entertainment,[],PT13M59S,True,225337823,5493977,128652,230698.8,0.02495,1,0.55
2022-05-06T04:02:01Z,950.4561,Bad Bunny (ft. Chencho Corleone) - Me Porto Bonito  (360° Visualizer) | Un Verano Sin Ti,Bad Bunny,Music,"['Electronic music', 'Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT2M59S,True,224900326,1911033,17264,236623.58,0.00857,1,0.55
2020-07-10T08:00:02Z,1615.2908,Brawl Stars Animation: Piper's Sugar & Spice!,Brawl Stars,Gaming,"['Action game', 'Video game culture']",PT1M27S,True,223377820,1774431,69731,138289.54,0.00826,1,0.85
2023-10-19T17:00:03Z,418.887,World’s Most Expensive Coffee,MrBeast,Entertainment,"['Food', 'Lifestyle (sociology)']",PT33S,True,222522152,10274234,26507,531222.39,0.04629,1,0.25
2024-06-01T16:00:00Z,192.9287,"$10,000 Every Day You Survive In The Wilderness",MrBeast,Entertainment,"['Hobby', 'Lifestyle (sociology)', 'Tourism']",PT26M10S,True,222047230,7704370,330138,1150928.97,0.03618,1,0.05
2020-10-28T14:00:09Z,1505.0407,"K/DA - MORE ft. Madison Beer, (G)I-DLE, Lexie Liu, Jaira Burns, Seraphine (Official Music Video)",League of Legends,Gaming,"['Electronic music', 'Music', 'Music of Asia', 'Pop music', 'Video game culture']",PT3M51S,True,221798811,2848284,161731,147370.64,0.01357,1,0.75
2019-01-31T22:05:00Z,2140.6752,I Went Back To 1st Grade For A Day,MrBeast,Entertainment,['Lifestyle (sociology)'],PT17M31S,True,220602338,3482161,142512,103052.69,0.01643,1,0.95
2020-11-28T21:00:04Z,1473.7203,"Steal This $100,000 Diamond, You Keep It",MrBeast,Entertainment,['Lifestyle (sociology)'],PT14M3S,True,219533909,3673489,92760,148965.79,0.01716,1,0.75
2021-07-24T20:00:59Z,1235.7613,"If You Can Carry $1,000,000 You Keep It!",MrBeast,Entertainment,['Lifestyle (sociology)'],PT10M7S,True,219352016,3837817,78319,177503.55,0.01785,1,0.65
2019-05-04T15:58:48Z,2047.9583,BAD BUNNY - NI BIEN NI MAL | X100PRE (Video Oficial),Bad Bunny,Music,"['Hip hop music', 'Music', 'Music of Latin America', 'Pop music']",PT5M7S,True,219066574,2075659,59428,106968.28,0.00975,1,0.95
